"country","age_group","target_end_date","year_week","week","year","weekly_rsv_hospitalisations","season"
"Croatia","total",2027-11-07,"2027-W44",44,2027,114,"2027/2028"
"Croatia","total",2027-11-14,"2027-W45",45,2027,151,"2027/2028"
"Croatia","total",2027-11-21,"2027-W46",46,2027,183,"2027/2028"
"Croatia","total",2027-11-28,"2027-W47",47,2027,192,"2027/2028"
"Croatia","total",2027-12-05,"2027-W48",48,2027,228,"2027/2028"
"Croatia","total",2027-12-12,"2027-W49",49,2027,237,"2027/2028"
"Croatia","total",2027-12-19,"2027-W50",50,2027,199,"2027/2028"
"Croatia","total",2027-12-26,"2027-W51",51,2027,197,"2027/2028"
"Croatia","total",2028-01-02,"2027-W52",52,2027,172,"2027/2028"
"Croatia","total",2028-01-09,"2028-W01",1,2028,186,"2027/2028"
"Croatia","total",2028-01-16,"2028-W02",2,2028,126,"2027/2028"
"Croatia","total",2028-01-23,"2028-W03",3,2028,94,"2027/2028"
"Croatia","total",2028-01-30,"2028-W04",4,2028,102,"2027/2028"
"Croatia","total",2028-02-06,"2028-W05",5,2028,72,"2027/2028"
"Croatia","total",2028-02-13,"2028-W06",6,2028,65,"2027/2028"
"Croatia","total",2028-02-20,"2028-W07",7,2028,61,"2027/2028"
"Croatia","total",2028-02-27,"2028-W08",8,2028,53,"2027/2028"
"Croatia","total",2028-03-05,"2028-W09",9,2028,50,"2027/2028"
"Croatia","total",2028-03-12,"2028-W10",10,2028,32,"2027/2028"
"Croatia","total",2028-03-19,"2028-W11",11,2028,42,"2027/2028"
"Croatia","total",2028-03-26,"2028-W12",12,2028,30,"2027/2028"
"Croatia","total",2028-04-02,"2028-W13",13,2028,32,"2027/2028"
"Croatia","total",2028-04-09,"2028-W14",14,2028,25,"2027/2028"
"Croatia","total",2028-04-16,"2028-W15",15,2028,23,"2027/2028"
"Croatia","total",2028-04-23,"2028-W16",16,2028,10,"2027/2028"
"Croatia","total",2028-04-30,"2028-W17",17,2028,18,"2027/2028"
"Croatia","total",2028-05-07,"2028-W18",18,2028,10,"2027/2028"
"Croatia","total",2028-05-14,"2028-W19",19,2028,14,"2027/2028"
"Croatia","total",2028-05-21,"2028-W20",20,2028,12,"2027/2028"
"Croatia","total",2028-05-28,"2028-W21",21,2028,7,"2027/2028"
"Croatia","total",2028-06-04,"2028-W22",22,2028,2,"2027/2028"
"Croatia","total",2028-06-11,"2028-W23",23,2028,7,"2027/2028"
"Croatia","total",2028-06-18,"2028-W24",24,2028,3,"2027/2028"
"Croatia","total",2028-06-25,"2028-W25",25,2028,7,"2027/2028"
"Croatia","total",2028-07-02,"2028-W26",26,2028,6,"2027/2028"
"Croatia","total",2028-07-09,"2028-W27",27,2028,8,"2027/2028"
"Croatia","total",2028-07-16,"2028-W28",28,2028,7,"2027/2028"
"Croatia","total",2028-07-23,"2028-W29",29,2028,3,"2027/2028"
"Croatia","total",2028-07-30,"2028-W30",30,2028,4,"2027/2028"
"Croatia","total",2028-08-06,"2028-W31",31,2028,6,"2027/2028"
"Croatia","total",2028-08-13,"2028-W32",32,2028,4,"2027/2028"
"Croatia","total",2028-08-20,"2028-W33",33,2028,4,"2027/2028"
"Croatia","total",2028-08-27,"2028-W34",34,2028,7,"2027/2028"
"Cyprus","total",2026-09-06,"2026-W36",36,2026,3,"2026/2027"
"Cyprus","total",2026-09-13,"2026-W37",37,2026,1,"2026/2027"
"Cyprus","total",2026-09-20,"2026-W38",38,2026,1,"2026/2027"
"Cyprus","total",2026-09-27,"2026-W39",39,2026,2,"2026/2027"
"Cyprus","total",2026-10-04,"2026-W40",40,2026,5,"2026/2027"
"Cyprus","total",2026-10-11,"2026-W41",41,2026,9,"2026/2027"
"Cyprus","total",2026-10-18,"2026-W42",42,2026,9,"2026/2027"
"Cyprus","total",2026-10-25,"2026-W43",43,2026,18,"2026/2027"
"Cyprus","total",2026-11-01,"2026-W44",44,2026,25,"2026/2027"
"Cyprus","total",2026-11-08,"2026-W45",45,2026,23,"2026/2027"
"Cyprus","total",2026-11-15,"2026-W46",46,2026,46,"2026/2027"
"Cyprus","total",2026-11-22,"2026-W47",47,2026,48,"2026/2027"
"Cyprus","total",2026-11-29,"2026-W48",48,2026,58,"2026/2027"
"Cyprus","total",2026-12-06,"2026-W49",49,2026,51,"2026/2027"
"Cyprus","total",2026-12-13,"2026-W50",50,2026,69,"2026/2027"
"Cyprus","total",2026-12-20,"2026-W51",51,2026,61,"2026/2027"
"Cyprus","total",2026-12-27,"2026-W52",52,2026,55,"2026/2027"
"Cyprus","total",2027-01-03,"2026-W53",53,2026,60,"2026/2027"
"Cyprus","total",2027-01-10,"2027-W01",1,2027,44,"2026/2027"
"Cyprus","total",2027-01-17,"2027-W02",2,2027,41,"2026/2027"
"Cyprus","total",2027-01-24,"2027-W03",3,2027,26,"2026/2027"
"Cyprus","total",2027-01-31,"2027-W04",4,2027,23,"2026/2027"
"Cyprus","total",2027-02-07,"2027-W05",5,2027,27,"2026/2027"
"Cyprus","total",2027-02-14,"2027-W06",6,2027,19,"2026/2027"
"Cyprus","total",2027-02-21,"2027-W07",7,2027,10,"2026/2027"
"Cyprus","total",2027-02-28,"2027-W08",8,2027,22,"2026/2027"
"Cyprus","total",2027-03-07,"2027-W09",9,2027,15,"2026/2027"
"Cyprus","total",2027-03-14,"2027-W10",10,2027,17,"2026/2027"
"Cyprus","total",2027-03-21,"2027-W11",11,2027,13,"2026/2027"
"Cyprus","total",2027-03-28,"2027-W12",12,2027,12,"2026/2027"
"Cyprus","total",2027-04-04,"2027-W13",13,2027,2,"2026/2027"
"Cyprus","total",2027-04-11,"2027-W14",14,2027,7,"2026/2027"
"Cyprus","total",2027-04-18,"2027-W15",15,2027,8,"2026/2027"
"Cyprus","total",2027-04-25,"2027-W16",16,2027,1,"2026/2027"
"Cyprus","total",2027-05-02,"2027-W17",17,2027,2,"2026/2027"
"Cyprus","total",2027-05-09,"2027-W18",18,2027,3,"2026/2027"
"Cyprus","total",2027-05-16,"2027-W19",19,2027,2,"2026/2027"
"Cyprus","total",2027-05-23,"2027-W20",20,2027,2,"2026/2027"
"Cyprus","total",2027-05-30,"2027-W21",21,2027,1,"2026/2027"
"Cyprus","total",2027-06-06,"2027-W22",22,2027,2,"2026/2027"
"Cyprus","total",2027-06-13,"2027-W23",23,2027,2,"2026/2027"
"Cyprus","total",2027-06-20,"2027-W24",24,2027,4,"2026/2027"
"Cyprus","total",2027-06-27,"2027-W25",25,2027,0,"2026/2027"
"Cyprus","total",2027-07-04,"2027-W26",26,2027,4,"2026/2027"
"Cyprus","total",2027-07-11,"2027-W27",27,2027,0,"2026/2027"
"Cyprus","total",2027-07-18,"2027-W28",28,2027,0,"2026/2027"
"Cyprus","total",2027-07-25,"2027-W29",29,2027,0,"2026/2027"
"Cyprus","total",2027-08-01,"2027-W30",30,2027,3,"2026/2027"
"Cyprus","total",2027-08-08,"2027-W31",31,2027,1,"2026/2027"
"Cyprus","total",2027-08-15,"2027-W32",32,2027,2,"2026/2027"
"Cyprus","total",2027-08-22,"2027-W33",33,2027,2,"2026/2027"
"Cyprus","total",2027-08-29,"2027-W34",34,2027,2,"2026/2027"
"Cyprus","total",2027-09-05,"2027-W35",35,2027,3,"2027/2028"
"Cyprus","total",2027-09-12,"2027-W36",36,2027,1,"2027/2028"
"Cyprus","total",2027-09-19,"2027-W37",37,2027,1,"2027/2028"
"Cyprus","total",2027-09-26,"2027-W38",38,2027,2,"2027/2028"
"Cyprus","total",2027-10-03,"2027-W39",39,2027,5,"2027/2028"
"Cyprus","total",2027-10-10,"2027-W40",40,2027,9,"2027/2028"
"Cyprus","total",2027-10-17,"2027-W41",41,2027,9,"2027/2028"
"Cyprus","total",2027-10-24,"2027-W42",42,2027,18,"2027/2028"
"Cyprus","total",2027-10-31,"2027-W43",43,2027,25,"2027/2028"
"Cyprus","total",2027-11-07,"2027-W44",44,2027,23,"2027/2028"
"Cyprus","total",2027-11-14,"2027-W45",45,2027,46,"2027/2028"
"Cyprus","total",2027-11-21,"2027-W46",46,2027,48,"2027/2028"
"Cyprus","total",2027-11-28,"2027-W47",47,2027,58,"2027/2028"
"Cyprus","total",2027-12-05,"2027-W48",48,2027,51,"2027/2028"
"Cyprus","total",2027-12-12,"2027-W49",49,2027,69,"2027/2028"
"Cyprus","total",2027-12-19,"2027-W50",50,2027,61,"2027/2028"
"Cyprus","total",2027-12-26,"2027-W51",51,2027,55,"2027/2028"
"Cyprus","total",2028-01-02,"2027-W52",52,2027,60,"2027/2028"
"Cyprus","total",2028-01-09,"2028-W01",1,2028,44,"2027/2028"
"Cyprus","total",2028-01-16,"2028-W02",2,2028,41,"2027/2028"
"Cyprus","total",2028-01-23,"2028-W03",3,2028,26,"2027/2028"
"Cyprus","total",2028-01-30,"2028-W04",4,2028,23,"2027/2028"
"Cyprus","total",2028-02-06,"2028-W05",5,2028,27,"2027/2028"
"Cyprus","total",2028-02-13,"2028-W06",6,2028,19,"2027/2028"
"Cyprus","total",2028-02-20,"2028-W07",7,2028,10,"2027/2028"
"Cyprus","total",2028-02-27,"2028-W08",8,2028,22,"2027/2028"
"Cyprus","total",2028-03-05,"2028-W09",9,2028,15,"2027/2028"
"Cyprus","total",2028-03-12,"2028-W10",10,2028,17,"2027/2028"
"Cyprus","total",2028-03-19,"2028-W11",11,2028,13,"2027/2028"
"Cyprus","total",2028-03-26,"2028-W12",12,2028,12,"2027/2028"
"Cyprus","total",2028-04-02,"2028-W13",13,2028,2,"2027/2028"
"Cyprus","total",2028-04-09,"2028-W14",14,2028,7,"2027/2028"
"Cyprus","total",2028-04-16,"2028-W15",15,2028,8,"2027/2028"
"Cyprus","total",2028-04-23,"2028-W16",16,2028,1,"2027/2028"
"Cyprus","total",2028-04-30,"2028-W17",17,2028,2,"2027/2028"
"Cyprus","total",2028-05-07,"2028-W18",18,2028,3,"2027/2028"
"Cyprus","total",2028-05-14,"2028-W19",19,2028,2,"2027/2028"
"Cyprus","total",2028-05-21,"2028-W20",20,2028,2,"2027/2028"
"Cyprus","total",2028-05-28,"2028-W21",21,2028,1,"2027/2028"
"Cyprus","total",2028-06-04,"2028-W22",22,2028,2,"2027/2028"
"Cyprus","total",2028-06-11,"2028-W23",23,2028,2,"2027/2028"
"Cyprus","total",2028-06-18,"2028-W24",24,2028,4,"2027/2028"
"Cyprus","total",2028-06-25,"2028-W25",25,2028,0,"2027/2028"
"Cyprus","total",2028-07-02,"2028-W26",26,2028,4,"2027/2028"
"Cyprus","total",2028-07-09,"2028-W27",27,2028,0,"2027/2028"
"Cyprus","total",2028-07-16,"2028-W28",28,2028,0,"2027/2028"
"Cyprus","total",2028-07-23,"2028-W29",29,2028,0,"2027/2028"
"Cyprus","total",2028-07-30,"2028-W30",30,2028,3,"2027/2028"
"Cyprus","total",2028-08-06,"2028-W31",31,2028,1,"2027/2028"
"Cyprus","total",2028-08-13,"2028-W32",32,2028,2,"2027/2028"
"Cyprus","total",2028-08-20,"2028-W33",33,2028,2,"2027/2028"
"Cyprus","total",2028-08-27,"2028-W34",34,2028,2,"2027/2028"
"Czech Republic","total",2026-09-06,"2026-W36",36,2026,9,"2026/2027"
"Czech Republic","total",2026-09-13,"2026-W37",37,2026,14,"2026/2027"
"Czech Republic","total",2026-09-20,"2026-W38",38,2026,23,"2026/2027"
"Czech Republic","total",2026-09-27,"2026-W39",39,2026,33,"2026/2027"
"Czech Republic","total",2026-10-04,"2026-W40",40,2026,41,"2026/2027"
"Czech Republic","total",2026-10-11,"2026-W41",41,2026,66,"2026/2027"
"Czech Republic","total",2026-10-18,"2026-W42",42,2026,107,"2026/2027"
"Czech Republic","total",2026-10-25,"2026-W43",43,2026,166,"2026/2027"
"Czech Republic","total",2026-11-01,"2026-W44",44,2026,196,"2026/2027"
"Czech Republic","total",2026-11-08,"2026-W45",45,2026,309,"2026/2027"
"Czech Republic","total",2026-11-15,"2026-W46",46,2026,422,"2026/2027"
"Czech Republic","total",2026-11-22,"2026-W47",47,2026,526,"2026/2027"
"Czech Republic","total",2026-11-29,"2026-W48",48,2026,597,"2026/2027"
"Czech Republic","total",2026-12-06,"2026-W49",49,2026,579,"2026/2027"
"Czech Republic","total",2026-12-13,"2026-W50",50,2026,649,"2026/2027"
"Czech Republic","total",2026-12-20,"2026-W51",51,2026,625,"2026/2027"
"Czech Republic","total",2026-12-27,"2026-W52",52,2026,515,"2026/2027"
"Czech Republic","total",2027-01-03,"2026-W53",53,2026,458,"2026/2027"
"Czech Republic","total",2027-01-10,"2027-W01",1,2027,440,"2026/2027"
"Czech Republic","total",2027-01-17,"2027-W02",2,2027,334,"2026/2027"
"Czech Republic","total",2027-01-24,"2027-W03",3,2027,260,"2026/2027"
"Czech Republic","total",2027-01-31,"2027-W04",4,2027,261,"2026/2027"
"Czech Republic","total",2027-02-07,"2027-W05",5,2027,219,"2026/2027"
"Czech Republic","total",2027-02-14,"2027-W06",6,2027,180,"2026/2027"
"Czech Republic","total",2027-02-21,"2027-W07",7,2027,181,"2026/2027"
"Czech Republic","total",2027-02-28,"2027-W08",8,2027,161,"2026/2027"
"Czech Republic","total",2027-03-07,"2027-W09",9,2027,112,"2026/2027"
"Czech Republic","total",2027-03-14,"2027-W10",10,2027,125,"2026/2027"
"Czech Republic","total",2027-03-21,"2027-W11",11,2027,111,"2026/2027"
"Czech Republic","total",2027-03-28,"2027-W12",12,2027,77,"2026/2027"
"Czech Republic","total",2027-04-04,"2027-W13",13,2027,78,"2026/2027"
"Czech Republic","total",2027-04-11,"2027-W14",14,2027,56,"2026/2027"
"Czech Republic","total",2027-04-18,"2027-W15",15,2027,64,"2026/2027"
"Czech Republic","total",2027-04-25,"2027-W16",16,2027,57,"2026/2027"
"Czech Republic","total",2027-05-02,"2027-W17",17,2027,47,"2026/2027"
"Czech Republic","total",2027-05-09,"2027-W18",18,2027,43,"2026/2027"
"Czech Republic","total",2027-05-16,"2027-W19",19,2027,32,"2026/2027"
"Czech Republic","total",2027-05-23,"2027-W20",20,2027,30,"2026/2027"
"Czech Republic","total",2027-05-30,"2027-W21",21,2027,29,"2026/2027"
"Czech Republic","total",2027-06-06,"2027-W22",22,2027,16,"2026/2027"
"Czech Republic","total",2027-06-13,"2027-W23",23,2027,29,"2026/2027"
"Czech Republic","total",2027-06-20,"2027-W24",24,2027,14,"2026/2027"
"Czech Republic","total",2027-06-27,"2027-W25",25,2027,12,"2026/2027"
"Czech Republic","total",2027-07-04,"2027-W26",26,2027,8,"2026/2027"
"Czech Republic","total",2027-07-11,"2027-W27",27,2027,15,"2026/2027"
"Czech Republic","total",2027-07-18,"2027-W28",28,2027,8,"2026/2027"
"Czech Republic","total",2027-07-25,"2027-W29",29,2027,18,"2026/2027"
"Czech Republic","total",2027-08-01,"2027-W30",30,2027,16,"2026/2027"
"Czech Republic","total",2027-08-08,"2027-W31",31,2027,7,"2026/2027"
"Czech Republic","total",2027-08-15,"2027-W32",32,2027,7,"2026/2027"
"Czech Republic","total",2027-08-22,"2027-W33",33,2027,13,"2026/2027"
"Czech Republic","total",2027-08-29,"2027-W34",34,2027,11,"2026/2027"
"Czech Republic","total",2027-09-05,"2027-W35",35,2027,9,"2027/2028"
"Czech Republic","total",2027-09-12,"2027-W36",36,2027,14,"2027/2028"
"Czech Republic","total",2027-09-19,"2027-W37",37,2027,23,"2027/2028"
"Czech Republic","total",2027-09-26,"2027-W38",38,2027,33,"2027/2028"
"Czech Republic","total",2027-10-03,"2027-W39",39,2027,41,"2027/2028"
"Czech Republic","total",2027-10-10,"2027-W40",40,2027,66,"2027/2028"
"Czech Republic","total",2027-10-17,"2027-W41",41,2027,107,"2027/2028"
"Czech Republic","total",2027-10-24,"2027-W42",42,2027,166,"2027/2028"
"Czech Republic","total",2027-10-31,"2027-W43",43,2027,196,"2027/2028"
"Czech Republic","total",2027-11-07,"2027-W44",44,2027,309,"2027/2028"
"Czech Republic","total",2027-11-14,"2027-W45",45,2027,422,"2027/2028"
"Czech Republic","total",2027-11-21,"2027-W46",46,2027,526,"2027/2028"
"Czech Republic","total",2027-11-28,"2027-W47",47,2027,597,"2027/2028"
"Czech Republic","total",2027-12-05,"2027-W48",48,2027,579,"2027/2028"
"Czech Republic","total",2027-12-12,"2027-W49",49,2027,649,"2027/2028"
"Czech Republic","total",2027-12-19,"2027-W50",50,2027,625,"2027/2028"
"Czech Republic","total",2027-12-26,"2027-W51",51,2027,515,"2027/2028"
"Czech Republic","total",2028-01-02,"2027-W52",52,2027,458,"2027/2028"
"Czech Republic","total",2028-01-09,"2028-W01",1,2028,440,"2027/2028"
"Czech Republic","total",2028-01-16,"2028-W02",2,2028,334,"2027/2028"
"Czech Republic","total",2028-01-23,"2028-W03",3,2028,260,"2027/2028"
"Czech Republic","total",2028-01-30,"2028-W04",4,2028,261,"2027/2028"
"Czech Republic","total",2028-02-06,"2028-W05",5,2028,219,"2027/2028"
"Czech Republic","total",2028-02-13,"2028-W06",6,2028,180,"2027/2028"
"Czech Republic","total",2028-02-20,"2028-W07",7,2028,181,"2027/2028"
"Czech Republic","total",2028-02-27,"2028-W08",8,2028,161,"2027/2028"
"Czech Republic","total",2028-03-05,"2028-W09",9,2028,112,"2027/2028"
"Czech Republic","total",2028-03-12,"2028-W10",10,2028,125,"2027/2028"
"Czech Republic","total",2028-03-19,"2028-W11",11,2028,111,"2027/2028"
"Czech Republic","total",2028-03-26,"2028-W12",12,2028,77,"2027/2028"
"Czech Republic","total",2028-04-02,"2028-W13",13,2028,78,"2027/2028"
"Czech Republic","total",2028-04-09,"2028-W14",14,2028,56,"2027/2028"
"Czech Republic","total",2028-04-16,"2028-W15",15,2028,64,"2027/2028"
"Czech Republic","total",2028-04-23,"2028-W16",16,2028,57,"2027/2028"
"Czech Republic","total",2028-04-30,"2028-W17",17,2028,47,"2027/2028"
"Czech Republic","total",2028-05-07,"2028-W18",18,2028,43,"2027/2028"
"Czech Republic","total",2028-05-14,"2028-W19",19,2028,32,"2027/2028"
"Czech Republic","total",2028-05-21,"2028-W20",20,2028,30,"2027/2028"
"Czech Republic","total",2028-05-28,"2028-W21",21,2028,29,"2027/2028"
"Czech Republic","total",2028-06-04,"2028-W22",22,2028,16,"2027/2028"
"Czech Republic","total",2028-06-11,"2028-W23",23,2028,29,"2027/2028"
"Czech Republic","total",2028-06-18,"2028-W24",24,2028,14,"2027/2028"
"Czech Republic","total",2028-06-25,"2028-W25",25,2028,12,"2027/2028"
"Czech Republic","total",2028-07-02,"2028-W26",26,2028,8,"2027/2028"
"Czech Republic","total",2028-07-09,"2028-W27",27,2028,15,"2027/2028"
"Czech Republic","total",2028-07-16,"2028-W28",28,2028,8,"2027/2028"
"Czech Republic","total",2028-07-23,"2028-W29",29,2028,18,"2027/2028"
"Czech Republic","total",2028-07-30,"2028-W30",30,2028,16,"2027/2028"
"Czech Republic","total",2028-08-06,"2028-W31",31,2028,7,"2027/2028"
"Czech Republic","total",2028-08-13,"2028-W32",32,2028,7,"2027/2028"
"Czech Republic","total",2028-08-20,"2028-W33",33,2028,13,"2027/2028"
"Czech Republic","total",2028-08-27,"2028-W34",34,2028,11,"2027/2028"
"Denmark","total",2026-09-06,"2026-W36",36,2026,10,"2026/2027"
"Denmark","total",2026-09-13,"2026-W37",37,2026,7,"2026/2027"
"Denmark","total",2026-09-20,"2026-W38",38,2026,12,"2026/2027"
"Denmark","total",2026-09-27,"2026-W39",39,2026,17,"2026/2027"
"Denmark","total",2026-10-04,"2026-W40",40,2026,33,"2026/2027"
"Denmark","total",2026-10-11,"2026-W41",41,2026,35,"2026/2027"
"Denmark","total",2026-10-18,"2026-W42",42,2026,80,"2026/2027"
"Denmark","total",2026-10-25,"2026-W43",43,2026,84,"2026/2027"
"Denmark","total",2026-11-01,"2026-W44",44,2026,124,"2026/2027"
"Denmark","total",2026-11-08,"2026-W45",45,2026,198,"2026/2027"
"Denmark","total",2026-11-15,"2026-W46",46,2026,259,"2026/2027"
"Denmark","total",2026-11-22,"2026-W47",47,2026,282,"2026/2027"
"Denmark","total",2026-11-29,"2026-W48",48,2026,305,"2026/2027"
"Denmark","total",2026-12-06,"2026-W49",49,2026,362,"2026/2027"
"Denmark","total",2026-12-13,"2026-W50",50,2026,324,"2026/2027"
"Denmark","total",2026-12-20,"2026-W51",51,2026,344,"2026/2027"
"Denmark","total",2026-12-27,"2026-W52",52,2026,309,"2026/2027"
"Denmark","total",2027-01-03,"2026-W53",53,2026,264,"2026/2027"
"Denmark","total",2027-01-10,"2027-W01",1,2027,281,"2026/2027"
"Denmark","total",2027-01-17,"2027-W02",2,2027,218,"2026/2027"
"Denmark","total",2027-01-24,"2027-W03",3,2027,161,"2026/2027"
"Denmark","total",2027-01-31,"2027-W04",4,2027,140,"2026/2027"
"Denmark","total",2027-02-07,"2027-W05",5,2027,112,"2026/2027"
"Denmark","total",2027-02-14,"2027-W06",6,2027,94,"2026/2027"
"Denmark","total",2027-02-21,"2027-W07",7,2027,105,"2026/2027"
"Denmark","total",2027-02-28,"2027-W08",8,2027,107,"2026/2027"
"Denmark","total",2027-03-07,"2027-W09",9,2027,91,"2026/2027"
"Denmark","total",2027-03-14,"2027-W10",10,2027,60,"2026/2027"
"Denmark","total",2027-03-21,"2027-W11",11,2027,55,"2026/2027"
"Denmark","total",2027-03-28,"2027-W12",12,2027,56,"2026/2027"
"Denmark","total",2027-04-04,"2027-W13",13,2027,51,"2026/2027"
"Denmark","total",2027-04-11,"2027-W14",14,2027,35,"2026/2027"
"Denmark","total",2027-04-18,"2027-W15",15,2027,34,"2026/2027"
"Denmark","total",2027-04-25,"2027-W16",16,2027,32,"2026/2027"
"Denmark","total",2027-05-02,"2027-W17",17,2027,37,"2026/2027"
"Denmark","total",2027-05-09,"2027-W18",18,2027,29,"2026/2027"
"Denmark","total",2027-05-16,"2027-W19",19,2027,22,"2026/2027"
"Denmark","total",2027-05-23,"2027-W20",20,2027,12,"2026/2027"
"Denmark","total",2027-05-30,"2027-W21",21,2027,11,"2026/2027"
"Denmark","total",2027-06-06,"2027-W22",22,2027,6,"2026/2027"
"Denmark","total",2027-06-13,"2027-W23",23,2027,7,"2026/2027"
"Denmark","total",2027-06-20,"2027-W24",24,2027,11,"2026/2027"
"Denmark","total",2027-06-27,"2027-W25",25,2027,6,"2026/2027"
"Denmark","total",2027-07-04,"2027-W26",26,2027,13,"2026/2027"
"Denmark","total",2027-07-11,"2027-W27",27,2027,6,"2026/2027"
"Denmark","total",2027-07-18,"2027-W28",28,2027,7,"2026/2027"
"Denmark","total",2027-07-25,"2027-W29",29,2027,4,"2026/2027"
"Denmark","total",2027-08-01,"2027-W30",30,2027,8,"2026/2027"
"Denmark","total",2027-08-08,"2027-W31",31,2027,8,"2026/2027"
"Denmark","total",2027-08-15,"2027-W32",32,2027,6,"2026/2027"
"Denmark","total",2027-08-22,"2027-W33",33,2027,5,"2026/2027"
"Denmark","total",2027-08-29,"2027-W34",34,2027,11,"2026/2027"
"Denmark","total",2027-09-05,"2027-W35",35,2027,10,"2027/2028"
"Denmark","total",2027-09-12,"2027-W36",36,2027,7,"2027/2028"
"Denmark","total",2027-09-19,"2027-W37",37,2027,12,"2027/2028"
"Denmark","total",2027-09-26,"2027-W38",38,2027,17,"2027/2028"
"Denmark","total",2027-10-03,"2027-W39",39,2027,33,"2027/2028"
"Denmark","total",2027-10-10,"2027-W40",40,2027,35,"2027/2028"
"Denmark","total",2027-10-17,"2027-W41",41,2027,80,"2027/2028"
"Denmark","total",2027-10-24,"2027-W42",42,2027,84,"2027/2028"
"Denmark","total",2027-10-31,"2027-W43",43,2027,124,"2027/2028"
"Denmark","total",2027-11-07,"2027-W44",44,2027,198,"2027/2028"
"Denmark","total",2027-11-14,"2027-W45",45,2027,259,"2027/2028"
"Denmark","total",2027-11-21,"2027-W46",46,2027,282,"2027/2028"
"Denmark","total",2027-11-28,"2027-W47",47,2027,305,"2027/2028"
"Denmark","total",2027-12-05,"2027-W48",48,2027,362,"2027/2028"
"Denmark","total",2027-12-12,"2027-W49",49,2027,324,"2027/2028"
"Denmark","total",2027-12-19,"2027-W50",50,2027,344,"2027/2028"
"Denmark","total",2027-12-26,"2027-W51",51,2027,309,"2027/2028"
"Denmark","total",2028-01-02,"2027-W52",52,2027,264,"2027/2028"
"Denmark","total",2028-01-09,"2028-W01",1,2028,281,"2027/2028"
"Denmark","total",2028-01-16,"2028-W02",2,2028,218,"2027/2028"
"Denmark","total",2028-01-23,"2028-W03",3,2028,161,"2027/2028"
"Denmark","total",2028-01-30,"2028-W04",4,2028,140,"2027/2028"
"Denmark","total",2028-02-06,"2028-W05",5,2028,112,"2027/2028"
"Denmark","total",2028-02-13,"2028-W06",6,2028,94,"2027/2028"
"Denmark","total",2028-02-20,"2028-W07",7,2028,105,"2027/2028"
"Denmark","total",2028-02-27,"2028-W08",8,2028,107,"2027/2028"
